Symbol,Type,Price~,Latest,"Exp Date",DTE,Strike,Moneyness,Bid,Ask,Mid,Volume,"Open Int",IV,"IV Rank","IV Pctl",Delta,Gamma,Theta,Vega,Rho,"ITM Prob","OTM Prob","Profit Prob","BE (Bid)","BE (Ask)","BE (Mid)"
GPRE,Put,18.07,1.35,2027-01-15,256,12.00,-33.59%,0.95,1.5,1.23,0,6,71.77%,35.67%,51%,-0.158122,0.022172,-0.00491,0.036334,-0.025404,24.79%,75.21%,18.32%,11.05,10.5,10.77
GPRE,Put,18.07,0,2027-01-15,256,25.00,+38.35%,7.9,9.5,8.7,0,2,66.25%,35.67%,51%,-0.6158,0.038215,-0.006504,0.056475,-0.096524,72.08%,27.92%,39.11%,17.1,15.5,16.3
GPRE,Put,18.07,0.85,2027-01-15,256,10.00,-44.66%,0.55,1.1,0.83,0,4919,78.46%,35.67%,51%,-0.106009,0.015383,-0.004103,0.027584,-0.017282,18.40%,81.60%,14.06%,9.45,8.9,9.17
GPRE,Put,18.07,0,2027-01-15,256,27.00,+49.42%,9.4,11.1,10.25,0,0,64.84%,35.67%,51%,-0.678961,0.036719,-0.005812,0.052538,-0.099872,77.02%,22.98%,40.69%,17.6,15.9,16.75
GPRE,Put,18.07,0,2027-01-15,256,7.00,-61.26%,0.05,0.75,0.4,0,1,90.89%,35.67%,51%,-0.050175,0.007503,-0.002709,0.0156,-0.008355,10.64%,89.36%,8.16%,6.95,6.25,6.6
GPRE,Put,18.07,0,2027-01-15,256,30.00,+66.02%,11.8,13.8,12.8,0,0,64.43%,35.67%,51%,-0.748509,0.033001,-0.004886,0.046474,-0.110432,82.63%,17.37%,41.98%,18.2,16.2,17.2
GPRE,Put,18.07,0,2027-01-15,256,5.00,-72.33%,0.05,0.35,0.2,0,266,100.61%,35.67%,51%,-0.024921,0.003821,-0.001698,0.008799,-0.004202,6.37%,93.63%,5.36%,4.95,4.65,4.8
GPRE,Put,18.07,0,2027-01-15,256,3.00,-83.40%,0,0.55,0.28,0,0,151.04%,35.67%,51%,-0.019506,0.00207,-0.002077,0.007157,-0.004015,7.79%,92.21%,5.71%,3,2.45,2.72
GPRE,Put,18.07,0,2028-01-21,627,17.00,-5.92%,3,7.5,5.25,0,15,69.02%,35.67%,51%,-0.289943,0.020925,-0.003856,0.079264,-0.139046,47.31%,52.69%,23.86%,14,9.5,11.75
GPRE,Put,18.07,0,2028-01-21,627,20.00,+10.68%,5.1,9.5,7.3,0,1,70.17%,35.67%,51%,-0.352049,0.022367,-0.004137,0.085573,-0.173011,54.39%,45.61%,27.75%,14.9,10.5,12.7
GPRE,Put,18.07,0,2028-01-21,627,15.00,-16.99%,1.8,6.5,4.15,0,75,70.16%,35.67%,51%,-0.242929,0.018801,-0.003649,0.072674,-0.116045,41.98%,58.02%,20.61%,13.2,8.5,10.85
GPRE,Put,18.07,0,2028-01-21,627,22.00,+21.75%,6,11,8.5,0,2,67.89%,35.67%,51%,-0.400864,0.024119,-0.00408,0.08873,-0.191578,58.75%,41.25%,28.85%,16,11,13.5
GPRE,Put,18.07,0,2028-01-21,627,12.00,-33.59%,0.5,3.5,2,0,0,60.47%,35.67%,51%,-0.170218,0.017611,-0.002609,0.059107,-0.073934,30.27%,69.73%,17.06%,11.5,8.5,10
GPRE,Put,18.07,11.05,2028-01-21,627,25.00,+38.35%,8,13,10.5,0,4,65.49%,35.67%,51%,-0.471936,0.025821,-0.003909,0.090607,-0.216078,64.74%,35.26%,31.67%,17,12,14.5
GPRE,Put,18.07,0,2028-01-21,627,10.00,-44.66%,0,5,2.5,0,0,86.33%,35.67%,51%,-0.13119,0.010382,-0.003165,0.049766,-0.070044,30.05%,69.95%,12.81%,10,5,7.5
GPRE,Put,18.07,13.18,2028-01-21,627,27.00,+49.42%,9.5,14.5,12,0,4,64.94%,35.67%,51%,-0.512835,0.026154,-0.003788,0.090357,-0.231663,68.15%,31.85%,33.25%,17.5,12.5,15
GPRE,Put,18.07,0,2028-01-21,627,7.00,-61.26%,0,5,2.5,0,0,123.80%,35.67%,51%,-0.077708,0.004955,-0.003128,0.034083,-0.055529,27.94%,72.06%,8.75%,7,2,4.5
GPRE,Put,18.07,0,2028-01-21,627,30.00,+66.02%,12,16.5,14.25,0,4,63.09%,35.67%,51%,-0.578706,0.026473,-0.00345,0.087667,-0.247058,73.01%,26.99%,36.22%,18,13.5,15.75
GPRE,Put,18.07,0,2028-01-21,627,5.00,-72.33%,0,5,2.5,0,0,167.48%,35.67%,51%,-0.044462,0.002372,-0.002726,0.022025,-0.045401,27.92%,72.08%,0.00%,5,0,2.5
GPRE,Put,18.07,0,2028-01-21,627,3.00,-83.40%,0,0.4,0.2,0,0,90.35%,35.67%,51%,-0.016256,0.001889,-0.000663,0.009556,-0.007745,6.47%,93.53%,5.08%,3,2.6,2.8
GPRE,Put,18.07,1.4,2026-05-15,11,18.00,-0.39%,1.1,1.3,1.2,11,13,99.25%,35.67%,51%,-0.455878,0.127354,-0.055772,0.01243,-0.002499,49.10%,50.90%,32.36%,16.9,16.7,16.8
GPRE,Put,18.07,2.06,2026-05-15,11,19.00,+5.15%,1.65,1.9,1.78,10,16,98.31%,35.67%,51%,-0.581821,0.126618,-0.054299,0.012239,-0.003182,61.56%,38.44%,37.32%,17.35,17.1,17.22
GPRE,Put,18.07,0.8,2026-05-15,11,17.00,-5.92%,0.65,0.85,0.75,19,33,104.44%,35.67%,51%,-0.333814,0.111043,-0.053934,0.011407,-0.001844,36.82%,63.18%,26.78%,16.35,16.15,16.25
GPRE,Put,18.07,0,2026-05-15,11,20.00,+10.68%,2.1,3.2,2.65,0,0,113.81%,35.67%,51%,-0.660173,0.102599,-0.058895,0.011478,-0.003665,69.62%,30.38%,35.61%,17.9,16.8,17.35
GPRE,Put,18.07,0.68,2026-05-15,11,16.00,-11.46%,0.3,0.6,0.45,0,382,103.38%,35.67%,51%,-0.220731,0.091469,-0.043578,0.009303,-0.001216,24.89%,75.11%,18.65%,15.7,15.4,15.55
GPRE,Put,18.07,0,2026-05-15,11,21.00,+16.21%,2.9,4.2,3.55,0,0,126.58%,35.67%,51%,-0.716411,0.085284,-0.060473,0.010609,-0.004069,75.30%,24.70%,37.01%,18.1,16.8,17.45
GPRE,Put,18.07,0.3,2026-05-15,11,15.00,-16.99%,0.25,0.4,0.33,2,79,113.80%,35.67%,51%,-0.148416,0.064846,-0.037463,0.007261,-0.000824,17.30%,82.70%,14.02%,14.75,14.6,14.67
GPRE,Put,18.07,0,2026-05-15,11,22.00,+21.75%,3.6,5,4.3,0,0,119.35%,35.67%,51%,-0.800855,0.074584,-0.046792,0.008741,-0.004391,82.89%,17.11%,38.41%,18.4,17,17.7
GPRE,Put,18.07,0.12,2026-05-15,11,14.00,-22.52%,0,0.25,0.13,8,56,108.41%,35.67%,51%,-0.073245,0.040869,-0.021442,0.004361,-0.000403,8.75%,91.25%,7.33%,14,13.75,13.87
GPRE,Put,18.07,0,2026-05-15,11,23.00,+27.28%,4.5,6.1,5.3,0,1,135.39%,35.67%,51%,-0.817938,0.062222,-0.050205,0.00827,-0.004623,84.76%,15.24%,38.79%,18.5,16.9,17.7
GPRE,Put,18.07,0.2,2026-05-15,11,13.00,-28.06%,0,0.25,0.13,0,35,133.92%,35.67%,51%,-0.062478,0.029258,-0.023437,0.003857,-0.000351,7.83%,92.17%,6.68%,13,12.75,12.87
GPRE,Put,18.07,0,2026-05-15,11,24.00,+32.82%,5.6,7.2,6.4,0,1,162.27%,35.67%,51%,-0.806568,0.05389,-0.06256,0.008587,-0.004854,84.31%,15.69%,39.79%,18.4,16.8,17.6
GPRE,Put,18.07,0.05,2026-05-15,11,12.00,-33.59%,0,0.55,0.28,0,114,195.80%,35.67%,51%,-0.084484,0.025214,-0.043178,0.004859,-0.000501,11.42%,88.58%,8.97%,12,11.45,11.72
GPRE,Put,18.07,0,2026-05-15,11,25.00,+38.35%,6.5,8.1,7.3,0,1,163.83%,35.67%,51%,-0.840885,0.04717,-0.055649,0.007584,-0.005063,87.31%,12.69%,40.70%,18.5,16.9,17.7
GPRE,Put,18.07,0,2026-05-15,11,11.00,-39.13%,0,0.55,0.28,0,0,227.86%,35.67%,51%,-0.073007,0.019397,-0.044993,0.00435,-0.000443,10.48%,89.52%,8.31%,11,10.45,10.72
GPRE,Put,18.07,0,2026-05-15,11,10.00,-44.66%,0,0.5,0.25,0,0,256.13%,35.67%,51%,-0.060083,0.014839,-0.043499,0.003741,-0.000372,9.16%,90.84%,7.41%,10,9.5,9.75
GPRE,Put,18.07,0,2026-05-15,11,9.00,-50.19%,0,0.05,0.03,0,0,189.02%,35.67%,51%,-0.011034,0.004894,-0.00782,0.000911,-0.000064,1.68%,98.32%,1.61%,9,8.95,8.97
GPRE,Put,18.07,1.75,2026-06-18,45,18.00,-0.39%,1.6,2.1,1.85,100,6,71.46%,35.67%,51%,-0.441298,0.086988,-0.019489,0.024979,-0.010396,49.38%,50.62%,30.51%,16.4,15.9,16.15
GPRE,Put,18.07,2.6,2026-06-18,45,19.00,+5.15%,2.2,2.65,2.43,10,20,82.06%,35.67%,51%,-0.509582,0.076563,-0.022572,0.025232,-0.012313,56.91%,43.09%,36.42%,16.8,16.35,16.57
GPRE,Put,18.07,1.45,2026-06-18,45,17.00,-5.92%,1,1.45,1.23,0,61,70.20%,35.67%,51%,-0.352838,0.083358,-0.018086,0.023527,-0.008274,40.22%,59.78%,27.12%,16,15.55,15.77
GPRE,Put,18.07,3.6,2026-06-18,45,20.00,+10.68%,2.8,3.2,3,0,1,71.67%,35.67%,51%,-0.606778,0.084542,-0.018861,0.024306,-0.014171,65.66%,34.34%,38.61%,17.2,16.8,17
GPRE,Put,18.07,1,2026-06-18,45,16.00,-11.46%,0.75,1.2,0.98,0,8,77.32%,35.67%,51%,-0.27754,0.068286,-0.018032,0.021236,-0.006604,32.70%,67.30%,23.11%,15.25,14.8,15.02
GPRE,Put,18.07,0,2026-06-18,45,21.00,+16.21%,3.4,4.4,3.9,0,0,79.02%,35.67%,51%,-0.654276,0.073517,-0.01988,0.023288,-0.015578,70.59%,29.41%,37.99%,17.6,16.6,17.1
GPRE,Put,18.07,0.75,2026-06-18,45,15.00,-16.99%,0.45,0.75,0.6,1,15,83.14%,35.67%,51%,-0.214854,0.055338,-0.016934,0.018509,-0.005154,26.18%,73.82%,20.80%,14.55,14.25,14.4
GPRE,Put,18.07,5.11,2026-06-18,45,22.00,+21.75%,4,5.3,4.65,0,10,77.88%,35.67%,51%,-0.718258,0.068339,-0.017804,0.021295,-0.016716,76.41%,23.59%,38.65%,18,16.7,17.35
GPRE,Put,18.07,1.05,2026-06-18,45,14.00,-22.52%,0.2,0.7,0.45,0,32,81.08%,35.67%,51%,-0.148097,0.044915,-0.013092,0.014654,-0.003519,18.50%,81.50%,14.08%,13.8,13.3,13.55
GPRE,Put,18.07,0,2026-06-18,45,23.00,+27.28%,4.8,6.3,5.55,0,0,81.83%,35.67%,51%,-0.755341,0.060528,-0.017315,0.019792,-0.017687,79.94%,20.06%,39.19%,18.2,16.7,17.45
GPRE,Put,18.07,0.58,2026-06-18,45,13.00,-28.06%,0.05,0.55,0.3,0,23,84.47%,35.67%,51%,-0.103071,0.033459,-0.0106,0.011375,-0.00245,13.34%,86.66%,10.45%,12.95,12.45,12.7
GPRE,Put,18.07,0,2026-06-18,45,24.00,+32.82%,5.7,7.2,6.45,0,0,84.49%,35.67%,51%,-0.78948,0.053887,-0.016319,0.018163,-0.018468,83.06%,16.94%,40.30%,18.3,16.8,17.55
GPRE,Put,18.07,0.45,2026-06-18,45,12.00,-33.59%,0,0.35,0.18,0,108,85.86%,35.67%,51%,-0.065011,0.023266,-0.007624,0.008041,-0.00154,8.73%,91.27%,7.27%,12,11.65,11.82
GPRE,Put,18.07,0,2026-06-18,45,25.00,+38.35%,6.8,8.1,7.45,0,0,91.76%,35.67%,51%,-0.800402,0.048072,-0.017137,0.017589,-0.019334,84.32%,15.68%,41.77%,18.2,16.9,17.55
GPRE,Put,18.07,0.18,2026-06-18,45,11.00,-39.13%,0,0.25,0.13,0,18,92.81%,35.67%,51%,-0.0454,0.016203,-0.00621,0.006054,-0.001083,6.39%,93.61%,5.55%,11,10.75,10.87
GPRE,Put,18.07,0,2026-06-18,45,26.00,+43.88%,7.8,9.2,8.5,0,0,101.43%,35.67%,51%,-0.799663,0.043582,-0.019006,0.017629,-0.020144,84.65%,15.35%,41.89%,18.2,16.8,17.5
GPRE,Put,18.07,0.2,2026-06-18,45,10.00,-44.66%,0,0.6,0.3,0,4,133.22%,35.67%,51%,-0.066443,0.01525,-0.012047,0.008178,-0.001705,10.30%,89.70%,8.12%,10,9.4,9.7
GPRE,Put,18.07,10.65,2026-06-18,45,27.00,+49.42%,8.7,10.2,9.45,0,0,104.94%,35.67%,51%,-0.816799,0.039893,-0.018532,0.016675,-0.020777,86.21%,13.79%,42.16%,18.3,16.8,17.55
GPRE,Put,18.07,0,2026-06-18,45,9.00,-50.19%,0,0.55,0.28,0,1,149.06%,35.67%,51%,-0.055113,0.011775,-0.011652,0.007066,-0.001445,9.15%,90.85%,7.32%,9,8.45,8.72
GPRE,Put,18.07,11.61,2026-06-18,45,28.00,+54.95%,9.5,11.2,10.35,0,1,104.58%,35.67%,51%,-0.843689,0.036206,-0.016546,0.015027,-0.020626,88.35%,11.65%,42.13%,18.5,16.8,17.65
GPRE,Put,18.07,0,2026-06-18,45,8.00,-55.73%,0,0.55,0.28,0,31,170.27%,35.67%,51%,-0.047936,0.009225,-0.011917,0.006324,-0.001298,8.65%,91.35%,6.92%,8,7.45,7.72
GPRE,Put,18.07,0.23,2026-06-18,45,7.00,-61.26%,0,0.5,0.25,0,15,189.93%,35.67%,51%,-0.039318,0.007048,-0.011332,0.005389,-0.001093,7.75%,92.25%,6.26%,7,6.5,6.75
GPRE,Put,18.07,13.6,2026-06-18,45,30.00,+66.02%,11.3,13.4,12.35,0,3,115.45%,35.67%,51%,-0.853008,0.031494,-0.017474,0.014416,-0.021846,89.45%,10.55%,41.71%,18.7,16.6,17.65
GPRE,Put,18.07,0,2026-06-18,45,6.00,-66.80%,0,0.5,0.25,0,0,217.58%,35.67%,51%,-0.033777,0.005433,-0.011468,0.00476,-0.000978,7.45%,92.55%,5.97%,6,5.5,5.75
GPRE,Put,18.07,0,2026-06-18,45,5.00,-72.33%,0,0.5,0.25,0,24,250.90%,35.67%,51%,-0.028614,0.004108,-0.011532,0.00415,-0.000871,7.24%,92.76%,5.73%,5,4.5,4.75
GPRE,Put,18.07,0,2026-06-18,45,4.00,-77.86%,0,0.5,0.25,0,0,292.84%,35.67%,51%,-0.023679,0.003004,-0.011491,0.003542,-0.000769,7.12%,92.88%,5.52%,4,3.5,3.75
GPRE,Put,18.07,0,2026-06-18,45,3.00,-83.40%,0,0.5,0.25,0,0,349.41%,35.67%,51%,-0.018798,0.002071,-0.011281,0.002914,-0.000667,7.16%,92.84%,5.35%,3,2.5,2.75
GPRE,Put,18.07,0,2026-06-18,45,2.00,-88.93%,0,0.5,0.25,0,0,435.56%,35.67%,51%,-0.013696,0.001267,-0.010722,0.002222,-0.000559,7.50%,92.50%,5.18%,2,1.5,1.75
GPRE,Put,18.07,0,2026-06-18,45,1.00,-94.47%,0,0.5,0.25,0,0,610.64%,35.67%,51%,-0.007684,0.000546,-0.009082,0.001342,-0.00043,8.85%,91.15%,4.71%,1,0.5,0.75
GPRE,Put,18.07,3,2026-09-18,137,18.00,-0.39%,2.5,3.2,2.85,0,3,67.24%,35.67%,51%,-0.409117,0.052116,-0.010076,0.042738,-0.03242,49.62%,50.38%,31.40%,15.5,14.8,15.15
GPRE,Put,18.07,0,2026-09-18,137,19.00,+5.15%,2.75,4.1,3.43,0,0,66.79%,35.67%,51%,-0.461732,0.053639,-0.010166,0.043629,-0.036292,54.88%,45.12%,31.87%,16.25,14.9,15.57
GPRE,Put,18.07,2.62,2026-09-18,137,17.00,-5.92%,2,2.85,2.43,0,8,70.09%,35.67%,51%,-0.355321,0.047911,-0.010128,0.041002,-0.028468,44.35%,55.65%,28.45%,15,14.15,14.57
GPRE,Put,18.07,0,2026-09-18,137,20.00,+10.68%,3.7,4.8,4.25,0,0,70.95%,35.67%,51%,-0.50112,0.05074,-0.0108,0.04379,-0.040256,59.23%,40.77%,34.53%,16.3,15.2,15.75
GPRE,Put,18.07,0,2026-09-18,137,16.00,-11.46%,1.5,2.2,1.85,0,2,67.96%,35.67%,51%,-0.30342,0.04638,-0.009256,0.038503,-0.02386,38.51%,61.49%,25.87%,14.5,13.8,14.15
GPRE,Put,18.07,0,2026-09-18,137,21.00,+16.21%,4.2,5.5,4.85,0,0,68.98%,35.67%,51%,-0.55222,0.051759,-0.010323,0.043352,-0.043769,63.89%,36.11%,35.83%,16.8,15.5,16.15
GPRE,Put,18.07,2.14,2026-09-18,137,15.00,-16.99%,1.25,1.75,1.5,0,7,70.18%,35.67%,51%,-0.254,0.041179,-0.008803,0.03533,-0.020109,33.25%,66.75%,23.53%,13.75,13.25,13.5
GPRE,Put,18.07,0,2026-09-18,137,22.00,+21.75%,5,6.3,5.65,0,0,70.75%,35.67%,51%,-0.589011,0.049647,-0.010345,0.042583,-0.047137,67.51%,32.49%,37.28%,17,15.7,16.35
GPRE,Put,18.07,1.7,2026-09-18,137,14.00,-22.52%,0.9,1.4,1.15,0,3,71.00%,35.67%,51%,-0.206728,0.036271,-0.007966,0.0315,-0.016338,27.87%,72.13%,20.36%,13.1,12.6,12.85
GPRE,Put,18.07,0,2026-09-18,137,23.00,+27.28%,5.5,7.1,6.3,0,0,68.15%,35.67%,51%,-0.639658,0.04962,-0.009475,0.040885,-0.049985,71.83%,28.17%,37.97%,17.5,15.9,16.7
GPRE,Put,18.07,1.25,2026-09-18,137,13.00,-28.06%,0.45,1.25,0.85,0,5,71.69%,35.67%,51%,-0.162864,0.030966,-0.006956,0.027167,-0.012815,22.67%,77.33%,16.36%,12.55,11.75,12.15
GPRE,Put,18.07,0,2026-09-18,137,24.00,+32.82%,6.5,7.9,7.2,0,0,70.91%,35.67%,51%,-0.664837,0.046456,-0.009538,0.03976,-0.052669,74.32%,25.68%,39.52%,17.5,16.1,16.8
GPRE,Put,18.07,1.05,2026-09-18,137,12.00,-33.59%,0.2,0.7,0.45,0,11,65.26%,35.67%,51%,-0.107933,0.025636,-0.004787,0.020486,-0.008224,15.30%,84.70%,12.02%,11.8,11.3,11.55
GPRE,Put,18.07,0,2026-09-18,137,25.00,+38.35%,7.1,8.8,7.95,0,0,69.22%,35.67%,51%,-0.707511,0.073696,-0.00867,0.03739,-0.053585,77.80%,22.20%,39.84%,17.9,16.2,17.05
GPRE,Put,18.07,0.6,2026-09-18,137,11.00,-39.13%,0.05,0.55,0.3,0,6,66.68%,35.67%,51%,-0.075957,0.019337,-0.003779,0.015791,-0.005768,11.22%,88.78%,9.00%,10.95,10.45,10.7
GPRE,Put,18.07,0,2026-09-18,137,26.00,+43.88%,7.8,9.6,8.7,0,0,66.61%,35.67%,51%,-0.752313,0.043026,-0.007529,0.034291,-0.05583,81.37%,18.63%,40.61%,18.2,16.4,17.3
GPRE,Put,18.07,0.35,2026-09-18,137,10.00,-44.66%,0.15,0.5,0.33,14,1,80.15%,35.67%,51%,-0.071818,0.015413,-0.004359,0.01513,-0.005674,11.41%,88.59%,9.52%,9.85,9.5,9.67
GPRE,Put,18.07,0,2026-09-18,137,27.00,+49.42%,8.8,10.5,9.65,0,0,69.15%,35.67%,51%,-0.767961,0.040018,-0.007486,0.033039,-0.057535,82.84%,17.16%,41.51%,18.2,16.5,17.35
GPRE,Put,18.07,0.24,2026-09-18,137,9.00,-50.19%,0,0.45,0.23,10,2,82.88%,35.67%,51%,-0.050703,0.011351,-0.00344,0.011526,-0.004006,8.49%,91.51%,7.03%,9,8.55,8.77
GPRE,Put,18.07,0,2026-09-18,137,28.00,+54.95%,9.7,11.4,10.55,0,0,69.76%,35.67%,51%,-0.792483,0.037291,-0.007012,0.030852,-0.056368,84.72%,15.28%,42.13%,18.3,16.6,17.45
GPRE,Put,18.07,0.2,2026-09-18,137,8.00,-55.73%,0,0.65,0.33,0,1,102.38%,35.67%,51%,-0.052325,0.009423,-0.004361,0.011818,-0.004379,9.70%,90.30%,7.58%,8,7.35,7.67
GPRE,Put,18.07,0,2026-09-18,137,7.00,-61.26%,0,0.65,0.33,0,0,116.80%,35.67%,51%,-0.045295,0.00736,-0.004438,0.010532,-0.003945,9.25%,90.75%,7.19%,7,6.35,6.67
GPRE,Put,18.07,0,2026-09-18,137,30.00,+66.02%,11.6,13.3,12.45,0,0,73.23%,35.67%,51%,-0.818982,0.032735,-0.006637,0.028311,-0.059778,87.07%,12.93%,43.02%,18.4,16.7,17.55
GPRE,Put,18.07,0,2026-09-18,137,6.00,-66.80%,0,0.6,0.3,0,0,130.93%,35.67%,51%,-0.037213,0.005598,-0.004247,0.008981,-0.003355,8.47%,91.53%,6.61%,6,5.4,5.7
GPRE,Put,18.07,0,2026-09-18,137,5.00,-72.33%,0,0.55,0.28,0,0,147.65%,35.67%,51%,-0.030023,0.00416,-0.004017,0.007527,-0.00282,7.78%,92.22%,6.07%,5,4.45,4.72
GPRE,Put,18.07,0,2026-09-18,137,4.00,-77.86%,0,0.5,0.25,0,0,168.34%,35.67%,51%,-0.023573,0.002982,-0.003745,0.006151,-0.00233,7.19%,92.81%,5.57%,4,3.5,3.75
GPRE,Put,18.07,0,2026-09-18,137,3.00,-83.40%,0,0.5,0.25,0,0,200.83%,35.67%,51%,-0.018712,0.002056,-0.003677,0.00506,-0.002021,7.22%,92.78%,5.40%,3,2.5,2.75
"Downloaded from Barchart.com as of 05-05-2026 07:59am CDT"
